// Job-specific Values Database
//
// Structure of Database:
// JobID,Weight,HPFactor,HPMultiplicator,SPFactor,Unarmed,Dagger,1HSword,2HSword,1HSpear,2HSpear,1HAxe,2HAxe,Mace,Rod,Bow,Knuckle,Instrument,Whip,Book,Katar,Revolver,Rifle,Gatling Gun,Shotgun,Grenade Launcher,Fuuma Shuriken,2HStaff,Shield
//
//------------------------------------------------------------------------------

// Estudante
4010,	24000,0   ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000

//------------------------------------------------------------------------------

// Jounin Elite Taijutsu
4060,	28000,0  ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000
// Jounin Elite Ninjutsu
4061,	24000,0  ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000

// Renegado Taijutsu
4062,	28000,0  ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000
// Renegado Ninjutsu
4063,	24000,0  ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000

//------------------------------------------------------------------------------

// Sannin Taijutsu
4064,	28000,110  ,800  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000
// Sannin Ninjutsu
4065,	28000,0  ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000

// Procurado Taijutsu
4073,	28000,0  ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000
// Procurado Ninjutsu
4074,	28000,0  ,0  ,0  ,400  ,420  ,450  ,520  ,550  ,550  ,2000  ,2000  ,2000  ,2000  ,2000 ,480 ,2000 ,2000 ,2000 ,450 ,420 ,480 ,2000 ,2000 ,2000 ,480 ,480 ,2000

//------------------------------------------------------------------------------

// Archer
3,	26000,50   ,500  ,200  ,40  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Acolyte
4,	24000,40   ,500  ,500  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,45  ,50  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,60 
// Merchant
5,	28000,40   ,500  ,300  ,40  ,52  ,52  ,200 ,200 ,200 ,48  ,55  ,50  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Thief
6,	24000,50   ,500  ,200  ,40  ,48  ,50  ,200 ,200 ,200 ,60  ,200 ,200 ,200 ,200 ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Priest
8,	26000,75   ,500  ,800  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,48  ,60  ,200 ,60  ,200 ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,60 
// Blacksmith
10,	30000,90   ,500  ,400  ,40  ,50  ,50  ,200 ,200 ,200 ,46  ,53  ,48  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Hunter
11,	27000,85   ,500  ,400  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Assassin
12,	24000,110  ,500  ,400  ,40  ,42  ,50  ,200 ,200 ,200 ,51  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,42  ,200 ,200 ,200 ,200 ,200 ,110 ,200
// Knight (Peco)
13,	28000,150  ,500  ,300  ,40  ,49  ,45  ,52  ,55  ,60  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Crusader
14,	28000,110  ,700  ,470  ,40  ,48  ,43  ,55  ,53  ,52  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Monk
15,	26000,90   ,650  ,470  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,48  ,60  ,200 ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,58 
// Sage
16,	24000,75   ,500  ,700  ,45  ,53  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,200 ,200 ,200 ,200 ,43  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Rogue
17,	24000,85   ,500  ,500  ,40  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Alchemist
18,	30000,90   ,500  ,400  ,40  ,50  ,45  ,200 ,200 ,200 ,45  ,52  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Bard
19,	27000,75   ,300  ,600  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Dancer
20,	27000,75   ,300  ,600  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,200 ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Crusader (Peco)
21,	28000,110  ,700  ,470  ,40  ,48  ,43  ,55  ,53  ,52  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Wedding
22,	20000,0    ,500  ,100  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Super Novice
23,	20000,0    ,500  ,100  ,40  ,55  ,57  ,200 ,200 ,200 ,50  ,200 ,50  ,55  ,65  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,65 
// Gunslinger
24,	28000,90   ,650  ,469  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,45  ,55  ,50  ,90  ,100 ,200 ,200
// Ninja
25,	26000,75   ,500  ,540  ,40  ,43  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,200
// Novice High
4001,	20000,0    ,500  ,100  ,40  ,55  ,57  ,200 ,200 ,200 ,50  ,200 ,50  ,55  ,65  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,65 
// Swordman High
4002,	28000,70   ,500  ,200  ,40  ,47  ,47  ,54  ,57  ,65  ,55  ,60  ,50  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Magician High
4003,	22000,30   ,500  ,600  ,50  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Archer High
4004,	26000,50   ,500  ,200  ,40  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Acolyte High
4005,	24000,40   ,500  ,500  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,45  ,50  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,60 
// Merchant High
4006,	28000,40   ,500  ,300  ,40  ,52  ,52  ,200 ,200 ,200 ,48  ,55  ,50  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Thief High
4007,	24000,50   ,500  ,200  ,40  ,48  ,50  ,200 ,200 ,200 ,60  ,200 ,200 ,200 ,200 ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// High Priest
4009,	26000,75   ,500  ,800  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,48  ,60  ,200 ,60  ,200 ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,60 
// Whitesmith
4011,	30000,90   ,500  ,400  ,40  ,50  ,50  ,200 ,200 ,200 ,46  ,53  ,48  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Sniper
4012,	27000,85   ,500  ,400  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Assassin Cross
4013,	24000,110  ,500  ,400  ,40  ,42  ,50  ,200 ,200 ,200 ,51  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,42  ,200 ,200 ,200 ,200 ,200 ,110 ,200
// Lord Knight (Peco)
4014,	28000,150  ,500  ,300  ,40  ,49  ,45  ,52  ,55  ,60  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Paladin
4015,	28000,110  ,700  ,470  ,40  ,48  ,43  ,55  ,53  ,52  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Champion
4016,	26000,90   ,650  ,470  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,48  ,60  ,200 ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,58 
// Professor
4017,	24000,75   ,500  ,700  ,45  ,53  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,200 ,200 ,200 ,200 ,43  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Stalker
4018,	24000,85   ,500  ,500  ,40  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Creator
4019,	30000,90   ,500  ,400  ,40  ,50  ,45  ,200 ,200 ,200 ,45  ,52  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Clown
4020,	27000,75   ,300  ,600  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Gypsy
4021,	27000,75   ,300  ,600  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,200 ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Paladin (Peco)
4022,	28000,110  ,700  ,470  ,40  ,48  ,43  ,55  ,53  ,52  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Novice
4023,	20000,0    ,500  ,100  ,40  ,55  ,57  ,200 ,200 ,200 ,50  ,200 ,50  ,55  ,65  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,65 
// Baby Swordman
4024,	28000,70   ,500  ,200  ,40  ,47  ,47  ,54  ,57  ,65  ,55  ,60  ,50  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Magician
4025,	22000,30   ,500  ,600  ,50  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Baby Archer
4026,	26000,50   ,500  ,200  ,40  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Acolyte
4027,	24000,40   ,500  ,500  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,45  ,50  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,60 
// Baby Merchant
4028,	28000,40   ,500  ,300  ,40  ,52  ,52  ,200 ,200 ,200 ,48  ,55  ,50  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Thief
4029,	24000,50   ,500  ,200  ,40  ,48  ,50  ,200 ,200 ,200 ,60  ,200 ,200 ,200 ,200 ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Knight
4030,	28000,150  ,500  ,300  ,40  ,49  ,45  ,52  ,55  ,60  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Priest
4031,	26000,75   ,500  ,800  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,48  ,60  ,200 ,60  ,200 ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,60 
// Baby Wizard
4032,	24000,55   ,500  ,900  ,50  ,54  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,53 
// Baby Blacksmith
4033,	30000,90   ,500  ,400  ,40  ,50  ,50  ,200 ,200 ,200 ,46  ,53  ,48  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Hunter
4034,	27000,85   ,500  ,400  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Assassin
4035,	24000,110  ,500  ,400  ,40  ,42  ,50  ,200 ,200 ,200 ,51  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,42  ,200 ,200 ,200 ,200 ,200 ,110 ,200
// Baby Knight (Peco)
4036,	28000,150  ,500  ,300  ,40  ,49  ,45  ,52  ,55  ,60  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Crusader
4037,	28000,110  ,700  ,470  ,40  ,48  ,43  ,55  ,53  ,52  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Monk
4038,	26000,90   ,650  ,470  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,48  ,60  ,200 ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,58 
// Baby Sage
4039,	24000,75   ,500  ,700  ,45  ,53  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,200 ,200 ,200 ,200 ,43  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Baby Rogue
4040,	24000,85   ,500  ,500  ,40  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Alchemist
4041,	30000,90   ,500  ,400  ,40  ,50  ,45  ,200 ,200 ,200 ,45  ,52  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Bard
4042,	27000,75   ,300  ,600  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Dancer
4043,	27000,75   ,300  ,600  ,40  ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,48  ,200 ,200 ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Crusader (Peco)
4044,	28000,110  ,700  ,470  ,40  ,48  ,43  ,55  ,53  ,52  ,50  ,55  ,45  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Baby Super Novice
4045,	20000,0    ,500  ,100  ,40  ,55  ,57  ,200 ,200 ,200 ,50  ,200 ,50  ,55  ,65  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,65 
// Taekwon
4046,	28000,70   ,500  ,200  ,40  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50 
// Star Gladiator
4047,	28000,90   ,650  ,470  ,40  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50 
// Star Gladiator (flying)
4048,	28000,90   ,650  ,470  ,40  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50  ,50 
// Soul Linker
4049,	24000,75   ,500  ,900  ,50  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Gangsi (Bongun/Munak)
4050,	24000,65   ,500  ,300  ,40  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55 
// Death Knight
4051,	28000,150  ,500  ,300  ,40  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55 
// Dark Collector
4052,	24000,75   ,500  ,700  ,40  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55  ,55 
// Rune Knight (Regular)
4054,	35000,150  ,500  ,300  ,40  ,50  ,52  ,55  ,60  ,58  ,48  ,52  ,45  ,52  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Warlock (Regular)
4055,	30000,55   ,500  ,900  ,45  ,52  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,56 
// Ranger (Regular)
4056,	32000,85   ,500  ,400  ,40  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,49  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Arch Bishop (Regular)
4057,	30000,75   ,500  ,800  ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,45  ,45  ,60  ,200 ,50  ,200 ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Mechanic (Regular)
4058,	38000,90   ,500  ,400  ,40  ,60  ,65  ,200 ,200 ,200 ,45  ,48  ,48  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Guillotine Cross (Regular)
4059,	32000,110  ,500  ,400  ,40  ,42  ,65  ,200 ,200 ,200 ,80  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,42  ,200 ,95  ,120 ,90  ,100 ,110 ,200
// Minstrel (Regular)
4068,	32000,75   ,300  ,400  ,40  ,52  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,49  ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Wanderer (Regular)
4069,	32000,75   ,300  ,400  ,40  ,52  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,49  ,200 ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Sura (Regular)
4070,	30000,90   ,650  ,400  ,38  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,45  ,48  ,200 ,39  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50 
// Genetic (Regular)
4071,	32000,90   ,500  ,900  ,40  ,50  ,44  ,200 ,200 ,200 ,48  ,51  ,44  ,48  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Shadow Chaser (Regular)
4072,	28000,85   ,500  ,400  ,40  ,43  ,47  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,47  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Royal Guard (Trans)
4066,	35000,110  ,700  ,400  ,40  ,47  ,45  ,53  ,50  ,50  ,48  ,52  ,44  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Sorcerer (Trans)
4067,	30000,75   ,500  ,900  ,40  ,50  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,45  ,200 ,200 ,200 ,200 ,45  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55 
// Minstrel (Trans)
4075,	32000,75   ,300  ,400  ,40  ,52  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,49  ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Wanderer (Trans)
4076,	32000,75   ,300  ,400  ,40  ,52  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,49  ,200 ,200 ,44  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Sura (Trans)
4077,	30000,90   ,650  ,400  ,38  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,43  ,45  ,48  ,200 ,39  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,50 
// Genetic (Trans)
4078,	32000,90   ,500  ,900  ,40  ,50  ,44  ,200 ,200 ,200 ,48  ,51  ,44  ,48  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Shadow Chaser (Trans)
4079,	28000,85   ,500  ,400  ,40  ,43  ,47  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,47  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Rune Knight (Dragon) (Regular)
4080,	35000,150  ,500  ,300  ,40  ,50  ,52  ,55  ,60  ,58  ,48  ,52  ,45  ,52  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Rune Knight (Dragon) (Trans)
4081,	35000,150  ,500  ,300  ,40  ,50  ,52  ,55  ,60  ,58  ,48  ,52  ,45  ,52  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Royal Guard (Gryphon) (Regular)
4082,	35000,110  ,700  ,400  ,40  ,47  ,45  ,53  ,50  ,50  ,48  ,52  ,44  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Royal Guard (Gryphon) (Trans)
4083,	35000,110  ,700  ,400  ,40  ,47  ,45  ,53  ,50  ,50  ,48  ,52  ,44  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200
// Ranger (Warg) (Regular)
